folio,depto,area,s07a_01,s07a_02,s07a_02e,s07a_03,s07a_03e,s07a_03a,s07a_04,s07a_05,s07a_06,s07a_06e,s07a_07,s07a_08,s07a_08e,s07a_09,s07a_09e,s07a_10,s07a_10e,s07a_11a,s07a_11b,s07a_11c,s07a_12,s07a_13,s07a_14,s07a_15,s07a_16,s07a_17,s07a_18,s07a_18e,s07a_19_1a,s07a_19_1b,s07a_19_2a,s07a_19_2b,s07a_19_3a,s07a_19_3b,s07a_19_4a,s07a_19_4ae,s07a_19_4b,s07a_20_1a,s07a_20_1b,s07a_20_2a,s07a_20_2b,s07a_20_3a,s07a_20_3b,s07a_20_4a,s07a_20_4b,s07a_20_5a,s07a_20_5ae,s07a_20_5b,s07a_21,s07a_22,s07a_22e,s07a_23,s07a_24,s07a_25,s07a_26,s07a_27,s07a_28,s07a_29,s07a_30,totper,hogar,upm,estrato,factor
411-000282-A-0191,4.0,1.0,1.0,1.0,,3.0,,NA,NA,300.0,1.0,,1.0,1.0,,5.0,,2.0,,20.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,40.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,3.0,2.0,2.0,NA,2.0,NA,NA,5.0,1.0,411-000282-A,11,186.98458862304688
411-000282-A-0211,4.0,1.0,4.0,7.0,,NA,,NA,NA,180.0,1.0,,1.0,1.0,,5.0,,2.0,,20.0,0.0,7.0,30.0,1.0,1.0,2.0,1.0,45.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,2.0,1.0,2.0,NA,2.0,NA,NA,5.0,1.0,411-000282-A,11,186.98458862304688
411-000379-A-0041,4.0,1.0,1.0,3.0,,NA,,NA,150.0,NA,1.0,,1.0,1.0,,5.0,,1.0,,12.0,45.0,7.0,33.0,3.0,NA,1.0,1.0,40.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,3.0,2.0,2.0,NA,1.0,1.0,1.0,5.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0081,4.0,1.0,1.0,1.0,,3.0,,NA,NA,250.0,1.0,,1.0,1.0,,5.0,,1.0,,7.0,45.0,7.0,45.0,3.0,NA,1.0,1.0,150.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,1.0,500.0,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,55.0,3.0,2.0,2.0,NA,1.0,2.0,NA,5.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0111,4.0,1.0,1.0,1.0,,3.0,,NA,NA,140.0,1.0,,1.0,1.0,,5.0,,1.0,,12.0,45.0,7.0,60.0,5.0,NA,NA,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,1.0,1.0,2.0,NA,2.0,NA,NA,3.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0151,4.0,1.0,1.0,3.0,,NA,,NA,700.0,NA,1.0,,1.0,1.0,,5.0,,1.0,,12.0,0.0,7.0,40.0,3.0,NA,1.0,1.0,60.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,9.0,1.0,1.0,2.0,NA,1.0,2.0,NA,3.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0191,4.0,1.0,4.0,3.0,,NA,,NA,350.0,NA,1.0,,1.0,1.0,,5.0,,1.0,,8.0,0.0,7.0,35.0,1.0,2.0,1.0,1.0,40.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,30.0,1.0,1.0,2.0,NA,1.0,1.0,1.0,3.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0231,4.0,1.0,1.0,2.0,,2.0,,2.0,NA,400.0,1.0,,1.0,1.0,,6.0,,1.0,,8.0,0.0,7.0,60.0,2.0,NA,1.0,1.0,60.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,28000.0,1.0,7000.0,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,60.0,2.0,1.0,2.0,NA,1.0,3.0,1.0,4.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0271,4.0,1.0,1.0,1.0,,3.0,,NA,NA,700.0,1.0,,1.0,1.0,,6.0,,1.0,,6.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,18.0,2.0,1.0,2.0,NA,1.0,1.0,3.0,2.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0311,4.0,1.0,4.0,1.0,,3.0,,NA,NA,300.0,2.0,,1.0,1.0,,1.0,,1.0,,6.0,0.0,7.0,30.0,2.0,NA,1.0,1.0,30.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,1.0,50.0,2.0,,NA,1.0,3.0,,60.0,3.0,2.0,2.0,NA,2.0,NA,NA,2.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0341,4.0,1.0,1.0,1.0,,2.0,,1.0,NA,500.0,1.0,,1.0,1.0,,5.0,,1.0,,2.0,15.0,7.0,32.0,1.0,2.0,1.0,1.0,105.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,1.0,300.0,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,42.0,3.0,2.0,2.0,NA,1.0,1.0,3.0,3.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0381,4.0,1.0,4.0,7.0,,NA,,NA,NA,200.0,1.0,,1.0,1.0,,6.0,,1.0,,12.0,30.0,7.0,10.0,2.0,NA,2.0,1.0,20.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,1.0,10.0,2.0,,NA,2.0,3.0,,22.0,1.0,0.0,2.0,NA,1.0,2.0,NA,2.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0421,4.0,1.0,1.0,1.0,,3.0,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,1.0,,2.0,15.0,7.0,35.0,2.0,NA,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,20.0,2.0,1.0,2.0,NA,1.0,1.0,1.0,3.0,1.0,411-000379-A,11,273.0568542480469
411-000379-A-0461,4.0,1.0,1.0,2.0,,2.0,,1.0,NA,200.0,1.0,,1.0,1.0,,3.0,,1.0,,12.0,15.0,7.0,70.0,2.0,NA,1.0,1.0,90.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,2.0,2.0,2.0,NA,2.0,NA,NA,6.0,1.0,411-000379-A,11,273.0568542480469
412-000442-A-0011,4.0,1.0,1.0,2.0,,2.0,,2.0,NA,150.0,2.0,,1.0,1.0,,7.0,,2.0,,5.0,0.0,6.0,35.0,5.0,NA,NA,1.0,42.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,23.0,1.0,0.0,2.0,NA,1.0,2.0,NA,5.0,1.0,412-000442-A,12,95.42359161376953
412-000442-A-0021,4.0,1.0,1.0,2.0,,2.0,,1.0,NA,300.0,1.0,,1.0,1.0,,5.0,,1.0,,6.0,15.0,6.0,42.0,1.0,1.0,1.0,1.0,105.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,3.0,2.0,2.0,NA,1.0,2.0,NA,4.0,1.0,412-000442-A,12,95.42359161376953
412-000442-A-0031,4.0,1.0,1.0,2.0,,2.0,,1.0,NA,150.0,1.0,,2.0,1.0,,5.0,,2.0,,6.0,30.0,6.0,28.0,4.0,NA,2.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,1.0,1.0,2.0,NA,1.0,2.0,NA,4.0,1.0,412-000442-A,12,95.42359161376953
412-000442-A-0041,4.0,1.0,4.0,7.0,,NA,,NA,NA,200.0,2.0,,1.0,1.0,,6.0,,2.0,,3.0,30.0,6.0,18.0,4.0,NA,2.0,1.0,27.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,1.0,1.0,2.0,NA,1.0,2.0,NA,4.0,1.0,412-000442-A,12,95.42359161376953
412-000442-A-0051,4.0,1.0,1.0,1.0,,3.0,,NA,NA,100.0,1.0,,1.0,1.0,,6.0,,1.0,,8.0,30.0,7.0,40.0,1.0,1.0,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,23.0,1.0,0.0,2.0,NA,2.0,NA,NA,6.0,1.0,412-000442-A,12,95.42359161376953
412-000442-A-0061,4.0,1.0,1.0,1.0,,3.0,,NA,NA,1000.0,2.0,,1.0,1.0,,5.0,,2.0,,8.0,0.0,7.0,35.0,1.0,1.0,1.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,3.0,2.0,2.0,NA,2.0,NA,NA,6.0,1.0,412-000442-A,12,95.42359161376953
412-000442-A-0071,4.0,1.0,1.0,3.0,,NA,,NA,150.0,NA,2.0,,1.0,1.0,,5.0,,1.0,,5.0,0.0,7.0,15.0,1.0,1.0,2.0,1.0,35.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,1.0,1.0,2.0,NA,2.0,NA,NA,4.0,1.0,412-000442-A,12,95.42359161376953
