folio,depto,area,s09b_10_01,s09b_10_02,s09b_10_03,s09b_10_04,s09b_10_05,s09b_10_06,s09b_10_07,s09b_10_08,s09b_10_09,s09b_10_10,s09b_10_11,s09b_10_12,s09b_10_13,s09b_10_14,s09b_10_15,s09b_10_16,s09b_10_17,s09b_10_18,s09b_10_19,s09b_10_20,s09b_10_21,s09b_10_22,s09b_10_23,s09b_10_24,s09b_10_25,s09b_10_26,s09b_10_27,s09b_10_28,s09b_10_29,s09b_11_01,s09b_11_02,s09b_11_03,s09b_11_04,s09b_11_05,s09b_11_06,s09b_11_07,s09b_11_08,s09b_12_01,s09b_12_02,s09b_12_03,s09b_13_01,s09b_13_02,s09b_13_03,s09b_13_03a,s09b_13_04,s09b_13_05,s09b_13_06,s09b_13_07,s09b_13_08,s09b_13_09,s09b_13_10,s09b_13_11,s09b_13_12,s09b_13_13,s09b_13_14,s09b_13_15,s09b_13_16,s09b_13_17,s09b_13_18,s09b_13_19,upm,estrato,factor
261-007777-A-0211,2.0,1.0,150.0,300.0,0.0,0.0,0.0,0.0,150.0,0.0,50.0,0.0,0.0,100.0,200.0,0.0,100.0,0.0,100.0,100.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1000.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,200.0,200.0,50.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,261-007777-A,11,270.7610778808594
261-007777-A-0231,2.0,1.0,30.0,100.0,0.0,0.0,0.0,0.0,30.0,200.0,0.0,0.0,0.0,0.0,28.0,10.0,50.0,8.0,50.0,80.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,200.0,208.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,150.0,200.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007777-A,11,270.7610778808594
261-007883-A-0021,2.0,1.0,0.0,300.0,0.0,0.0,0.0,20.0,50.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0041,2.0,1.0,50.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,100.0,30.0,250.0,0.0,50.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,0.0,0.0,0.0,0.0,400.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,200.0,300.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,200.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0051,2.0,1.0,30.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,5.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0071,2.0,1.0,20.0,150.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0091,2.0,1.0,0.0,60.0,40.0,0.0,0.0,100.0,50.0,0.0,80.0,0.0,150.0,80.0,220.0,30.0,50.0,80.0,50.0,60.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,400.0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,850.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0111,2.0,1.0,10.0,50.0,0.0,0.0,0.0,0.0,10.0,80.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,100.0,108.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,0.0,150.0,0.0,100.0,100.0,150.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0131,2.0,1.0,4.0,300.0,0.0,5.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,20.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0151,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0161,2.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0181,2.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,100.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0201,2.0,1.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007883-A-0221,2.0,1.0,100.0,200.0,0.0,15.0,0.0,0.0,100.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,300.0,24.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,261-007883-A,11,85.0963363647461
261-007893-A-0011,2.0,1.0,100.0,40.0,0.0,0.0,0.0,0.0,50.0,60.0,40.0,0.0,100.0,0.0,40.0,120.0,100.0,0.0,0.0,190.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,153.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,150.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,450.0,350.0,500.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0031,2.0,1.0,100.0,80.0,50.0,0.0,0.0,0.0,150.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,50.0,100.0,0.0,200.0,150.0,200.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,200.0,0.0,500.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0041,2.0,1.0,22.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0051,2.0,1.0,0.0,200.0,100.0,0.0,0.0,0.0,50.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,200.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0061,2.0,1.0,50.0,100.0,0.0,0.0,0.0,10.0,38.0,25.0,15.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,100.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,40.0,0.0,0.0,0.0,200.0,0.0,0.0,400.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0081,2.0,1.0,18.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0091,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0101,2.0,1.0,100.0,200.0,0.0,0.0,0.0,0.0,25.0,200.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,600.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0111,2.0,1.0,50.0,100.0,200.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0131,2.0,1.0,50.0,200.0,200.0,0.0,0.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0141,2.0,1.0,50.0,200.0,100.0,0.0,100.0,0.0,150.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,150.0,0.0,150.0,0.0,100.0,400.0,400.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-007893-A-0151,2.0,1.0,30.0,200.0,50.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,158.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,261-007893-A,11,162.45663452148438
261-008000-A-0011,2.0,1.0,20.0,170.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,170.0,10.0,40.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0021,2.0,1.0,10.0,150.0,0.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,50.0,10.0,100.0,0.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0031,2.0,1.0,100.0,300.0,0.0,100.0,100.0,100.0,200.0,50.0,100.0,0.0,0.0,100.0,100.0,100.0,200.0,0.0,200.0,200.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,200.0,100.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0041,2.0,1.0,100.0,300.0,0.0,0.0,0.0,50.0,80.0,20.0,50.0,0.0,0.0,0.0,50.0,15.0,40.0,10.0,80.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,500.0,150.0,50.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0051,2.0,1.0,100.0,50.0,200.0,0.0,0.0,0.0,28.0,15.0,20.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0061,2.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,35.0,15.0,10.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,20.0,10.0,0.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0071,2.0,1.0,150.0,200.0,0.0,0.0,0.0,0.0,25.0,35.0,20.0,0.0,0.0,0.0,150.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0081,2.0,1.0,60.0,100.0,0.0,0.0,0.0,10.0,30.0,15.0,10.0,0.0,0.0,0.0,150.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0091,2.0,1.0,15.0,200.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,180.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0101,2.0,1.0,20.0,200.0,0.0,0.0,0.0,0.0,15.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0111,2.0,1.0,20.0,100.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008000-A-0121,2.0,1.0,25.0,200.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,150.0,0.0,180.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,261-008000-A,11,139.24855041503906
261-008112-A-0021,2.0,1.0,0.0,200.0,0.0,0.0,0.0,0.0,40.0,100.0,40.0,0.0,0.0,0.0,0.0,20.0,60.0,0.0,40.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0051,2.0,1.0,100.0,10.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0071,2.0,1.0,10.0,50.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,40.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0091,2.0,1.0,50.0,100.0,0.0,0.0,0.0,10.0,50.0,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,350.0,450.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0111,2.0,1.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0121,2.0,1.0,50.0,100.0,0.0,0.0,0.0,10.0,100.0,15.0,40.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,0.0,250.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,70.0,150.0,0.0,0.0,0.0,0.0,150.0,35.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0141,2.0,1.0,50.0,100.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,100.0,0.0,150.0,0.0,0.0,20.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0161,2.0,1.0,20.0,300.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,150.0,400.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,150.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0181,2.0,1.0,15.0,200.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0191,2.0,1.0,30.0,50.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
261-008112-A-0211,2.0,1.0,50.0,200.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,261-008112-A,11,169.1697235107422
